Temperature (C),Pressure (millibars),Humidity,Wind Speed (km/h),Apparent Temperature (C)
3.888888889,998.1,0.85,17.71,-0.011111111
-0.3,1011.12,0.88,5.7799,-2.255555556
2.777777778,998.9,0.92,20.93,-1.838888889
2.777777778,999.2,0.92,17.71,-1.4
2.866666667,1000.07,0.92,17.9676,-1.327777778
2.222222222,0,1,16.1,-1.844444444
2.222222222,1000.6,0.92,16.1,-1.844444444
2.172222222,1001.63,0.92,15.4238,-1.794444444
2.222222222,1002.4,1,4.83,2.222222222
2.222222222,1003.1,1,11.27,-0.933333333
2.655555556,1004.38,0.99,15.0535,-1.133333333
2.777777778,1005.5,1,17.71,-1.4
2.777777778,1006.7,0.96,30.59,-2.883333333
2.622222222,1007.54,0.96,20.0123,-1.916666667
2.777777778,1008,0.89,22.54,-2.038888889
2.222222222,1009,1,20.93,-2.544444444
2.205555556,1009.93,0.93,20.1572,-2.461111111
2.222222222,1010.4,0.92,17.71,-2.094444444
2.222222222,1011.1,0.92,12.88,-1.266666667
2.133333333,1011.88,0.92,14.1197,-1.605555556
2.222222222,1012,0.85,8.05,-0.127777778
1.666666667,1012.2,0.92,3.22,1.666666667
2.116666667,1012.66,0.86,7.1001,0.044444444
1.666666667,1012.8,0.85,6.44,-0.255555556
-6.077777778,1026.54,0.93,2.415,-6.077777778
-6.111111111,1025.7,0.92,8.05,-9.911111111
-6.111111111,1025.9,0.92,11.27,-10.97777778
-5.555555556,1026.17,0.93,11.27,-10.30555556
-5,1026,0.84,9.66,-9.161111111
-5,1026,0.84,8.05,-8.611111111
-5.033333333,1026.27,0.85,5.7638,-7.677777778
-5,1026,0.84,4.83,-5
-5,1026.1,0.84,6.44,-7.955555556
-4.894444444,1026.27,0.85,4.1216,-4.894444444
-4.444444444,1026.2,0.84,3.22,-4.444444444
-4.444444444,1026.3,0.84,11.27,-8.966666667
-5.333333333,1026.74,0.81,4.2826,-5.333333333
-5,1026.3,0.81,11.27,-9.638888889
-5.555555556,1026.6,0.81,11.27,-10.30555556
-5.033333333,1026.67,0.78,6.8264,-8.166666667
-5,1026.3,0.77,3.22,-5
-5,1026.3,0.81,8.05,-8.611111111
-4.95,1026.76,0.81,4.4436,-4.95
-5,1027,0.81,0,-5
-3.888888889,1027.1,0.74,3.22,-3.888888889
-3.955555556,1027.35,0.75,0.4347,-3.955555556
-3.888888889,1026.9,0.74,4.83,-3.888888889
-2.777777778,1026.1,0.71,9.66,-6.511111111
-12.22222222,1033.8,0.87,3.22,-12.22222222
-10.67777778,1037.31,0.91,3.4454,-10.67777778
-13.88888889,1034.2,0.83,3.22,-13.88888889
-12.77777778,1034.3,0.87,6.44,-16.93888889
-12.13333333,1034.22,0.84,3.6869,-12.13333333
-12.77777778,1034.1,0.83,4.83,-12.77777778
-13.88888889,1034.1,0.83,3.22,-13.88888889
-13.56111111,1034.58,0.84,4.4758,-13.56111111
-12.77777778,1034.9,0.83,3.22,-12.77777778
-10,1035.3,0.92,1.61,-10
-7.172222222,1035.73,0.95,8.2271,-11.22777778
-5,1035.7,0.84,12.88,-10.06111111
-3.888888889,1035.6,0.78,11.27,-8.3
-3.838888889,1035.32,0.78,12.7673,-8.622222222
-3.888888889,1034.8,0.74,9.66,-7.838888889
-3.888888889,1035.2,0.74,9.66,-7.838888889
-5.833333333,1035.33,0.8,9.3702,-10.06111111
-7.222222222,1035.7,0.88,8.05,-11.21666667
-7.222222222,1036.1,0.88,4.83,-7.222222222
-7.516666667,1036.43,0.84,9.7405,-12.18333333
-8.888888889,1036.7,0.84,8.05,-13.17777778
-9.444444444,1037.2,0.88,6.44,-13.08888889
-9.655555556,1037.38,0.89,3.9928,-9.655555556
-10,1037.7,0.88,3.22,-10
-11.11111111,1038.1,0.87,3.22,-11.11111111
-6.055555556,1040.74,0.88,4.1377,-6.055555556
-10.55555556,1038.3,0.87,3.22,-10.55555556
-11.11111111,1038.5,0.87,0,-11.11111111
-10.41666667,1038.72,0.88,6.2307,-14.1
-8.888888889,1039,0.92,3.22,-8.888888889
-7.777777778,1039.2,0.92,3.22,-7.777777778
-7.655555556,1039.25,0.92,3.8801,-7.655555556
-7.222222222,1040,0.96,3.22,-7.222222222
-7.222222222,1040.7,0.96,9.66,-11.80555556
-7.05,1041.13,0.95,5.2808,-9.727777778
-6.111111111,1041,0.88,3.22,-6.111111111
-5,1040.5,0.81,4.83,-5
-4.95,1040.33,0.84,7.7602,-8.438888889
-5,1040.3,0.84,3.22,-5
-5,1040.4,0.84,4.83,-5
-4.927777778,1040.46,0.84,5.4257,-7.383333333
-5,1040.8,0.84,4.83,-5
-5,1040.9,0.84,8.05,-8.611111111
-5.105555556,1041.14,0.85,4.3953,-5.105555556
-5,1041.4,0.84,8.05,-8.611111111
-5.555555556,1041.7,0.88,3.22,-5.555555556
-5.572222222,1042.04,0.89,2.3667,-5.572222222
-5.555555556,1041.7,0.88,0,-5.555555556
-5,1041.5,0.84,3.22,-5
-5.605555556,1035.5,0.89,4.1699,-5.605555556
-5.555555556,1041,0.88,11.27,-10.30555556
-6.111111111,1041.3,0.92,3.22,-6.111111111
-6.127777778,1041.15,0.92,7.1162,-9.555555556
-6.111111111,1040.9,0.88,4.83,-6.111111111
-6.111111111,1041,0.92,9.66,-10.48333333
-6.233333333,1040.99,0.89,5.0071,-8.638888889
-6.111111111,1040.9,0.88,3.22,-6.111111111
-6.111111111,1041.1,0.92,4.83,-6.111111111
-6.216666667,1041.07,0.92,5.4579,-8.872222222
-6.111111111,1040.9,0.88,3.22,-6.111111111
-5,1040.1,0.84,9.66,-9.161111111
-5.172222222,1039.45,0.85,9.2897,-9.244444444
-5,1038.8,0.84,11.27,-9.638888889
-5,1038.7,0.84,12.88,-10.06111111
-5.122222222,1037.88,0.85,11.1734,-9.755555556
-5,1037.4,0.84,8.05,-8.611111111
-5,1037.3,0.84,8.05,-8.611111111
-5.122222222,1036.89,0.85,4.5724,-5.122222222
-5,1037.2,0.84,0,-5
-5.555555556,1036.8,0.88,6.44,-8.594444444
-5.588888889,1036.3,0.89,10.8997,-10.23888889
-5.555555556,1035.6,0.92,6.44,-8.594444444
-5.555555556,1034.8,0.88,6.44,-8.594444444
-5.172222222,1023.78,0.89,12.0267,-10.05
-6.111111111,1033.5,0.92,6.44,-9.238888889
-6.111111111,1033.3,0.92,6.44,-9.238888889
-6.111111111,1032.64,0.92,6.8747,-9.433333333
-6.111111111,1032,0.92,4.83,-6.111111111
-6.111111111,1032,0.92,8.05,-9.911111111
-7.133333333,1031.77,0.96,7.6636,-10.96111111
-6.111111111,1031.7,0.92,3.22,-6.111111111
-6.111111111,1031.8,0.92,4.83,-6.111111111
-6.144444444,1031.47,0.92,5.3291,-8.727777778
-6.111111111,1030.5,0.92,4.83,-6.111111111
-6.111111111,1030,0.92,3.22,-6.111111111
-6.111111111,1029.42,0.92,4.7656,-6.111111111
-5,1028.5,0.84,4.83,-5
-6.111111111,1027.9,0.92,8.05,-9.911111111
-6.111111111,1027.77,0.92,8.2271,-9.983333333
-6.111111111,1027.2,0.92,4.83,-6.111111111
-6.111111111,1026.6,0.92,8.05,-9.911111111
-5.988888889,1026.29,0.92,9.5473,-10.30555556
-5,1025.7,0.84,8.05,-8.611111111
-5.555555556,1025.3,0.88,6.44,-8.594444444
-5.433333333,1024.75,0.89,7.1484,-8.761111111
-5,1023.9,0.84,11.27,-9.638888889
-5,1023.1,0.88,14.49,-10.44444444
-1.683333333,1017.13,0.89,2.8014,-1.683333333
-5,1021.4,0.88,11.27,-9.638888889
-4.444444444,1020.7,0.88,11.27,-8.966666667
-3.855555556,1020.51,0.89,11.5437,-8.333333333
-2.777777778,1019.6,0.85,11.27,-6.961111111
-2.777777778,1019.3,0.85,12.88,-7.355555556
-2.744444444,1018.63,0.92,12.558,-7.238888889
-2.777777778,1017.9,0.92,8.05,-6
-2.222222222,1017.8,0.88,11.27,-6.288888889
-1.027777778,1017.7,0.88,12.397,-5.116666667
0,1017,0.82,9.66,-3.205555556
1.111111111,1016.2,0.78,9.66,-1.883333333
1.388888889,1015.08,0.79,9.66,-1.55
2.777777778,1014.6,0.76,8.05,0.527777778
2.777777778,1014.6,0.76,11.27,-0.266666667
1.388888889,1014.67,0.78,7.245,-0.855555556
0,1014.9,0.85,3.22,0
0,1015.4,0.85,3.22,0
0.122222222,1015.5,0.85,3.8962,0.122222222
0,1015.8,0.85,4.83,0
-0.555555556,1015.6,0.88,6.44,-2.822222222
-0.05,1015.96,0.84,11.0124,-3.616666667
-0.555555556,1016,0.85,6.44,-2.822222222
-0.555555556,1015.9,0.85,3.22,-0.555555556
-1.077777778,1022.34,0.93,6.7781,-3.55
-1.111111111,1016.4,0.88,6.44,-3.461111111
-1.111111111,1016.6,0.92,3.22,-1.111111111
-0.588888889,1016.88,0.89,4.3309,-0.588888889
0,1017.2,0.85,4.83,-1.488888889
0,1017.7,0.92,8.05,-2.733333333
-0.033333333,1018.25,0.92,8.8228,-3.011111111
0,1018.8,0.92,4.83,-1.488888889
0,1019.5,0.92,8.05,-2.733333333
0,1020.3,0.93,9.982,-3.294444444
1.111111111,1020.1,0.85,11.27,-2.272222222
1.111111111,1020.2,0.85,11.27,-2.272222222
1.022222222,1020.51,0.92,13.202,-2.794444444
1.111111111,1020.3,0.92,11.27,-2.272222222
0,1020.9,0.92,12.88,-3.972222222
0.033333333,1021.61,0.93,13.7977,-4.122222222
0,1021.9,0.92,9.66,-3.205555556
0,1022.2,0.92,9.66,-3.205555556
0,1023,0.93,8.5652,-2.894444444
0,1023,0.92,8.05,-2.733333333
0,1023.3,0.92,6.44,-2.177777778
0,1023.7,0.93,7.1162,-2.427777778
0,1023.6,0.92,11.27,-3.611111111
-0.555555556,1023.6,0.96,6.44,-2.822222222
0.333333333,1027,0.84,8.05,-2.35
-0.555555556,1023.2,0.92,6.44,-2.822222222
-1.111111111,1023.4,0.96,6.44,-3.461111111
-1.216666667,1023.2,0.93,11.1412,-5.044444444
-1.111111111,1023.4,0.92,3.22,-1.111111111
-1.111111111,1023.2,0.92,4.83,-1.111111111
-0.205555556,1023.57,0.87,5.2969,-1.944444444
-1.111111111,1023.5,0.92,3.22,-1.111111111
0,1023.6,0.85,8.05,-2.733333333
-0.033333333,1024.07,0.86,9.66,-3.244444444
1.111111111,1024.2,0.85,4.83,1.111111111
1.111111111,1024.1,0.85,9.66,-1.883333333
1.077777778,1023.77,0.86,10.6743,-2.177777778
1.111111111,1023.8,0.85,12.88,-2.622222222
1.111111111,1024.1,0.85,11.27,-2.272222222
1.183333333,1024.49,0.86,7.9695,-1.322222222
0,1025.2,0.92,8.05,-2.733333333
0,1025.6,0.92,8.05,-2.733333333
0.088888889,1026.13,0.99,7.4382,-2.438888889
0,1026.2,0.92,4.83,0
0,1026.5,0.96,3.22,0
0.05,1027.18,0.96,12.2199,-3.766666667
-0.555555556,1027.5,0.96,6.44,-2.822222222
0,1027.5,0.96,3.22,0
-2.344444444,1025.24,0.96,10.1108,-6.127777778
0,1027.6,0.82,11.27,-3.611111111
0,1027.8,0.72,11.27,-3.611111111
-0.505555556,1027.57,0.71,10.4972,-4.027777778
-1.111111111,1027.8,0.75,3.22,-1.111111111
-1.111111111,1028.1,0.75,1.61,-1.111111111
-1.161111111,1028.36,0.82,4.9427,-2.861111111
-1.111111111,1028.4,0.81,3.22,-1.111111111
0,1028.5,0.69,3.22,0
0.033333333,1028.68,0.72,3.703,0.033333333
1.111111111,1028.2,0.64,8.05,-1.427777778
1.111111111,1027.8,0.75,8.05,-1.427777778
0.972222222,1027.32,0.86,2.1735,0.972222222
1.111111111,1026.8,0.78,9.66,-1.883333333
0,1026.8,0.85,9.66,-3.205555556
-0.05,1026.97,0.86,9.5473,-3.233333333
0,1026.6,0.85,4.83,0
0,1026.5,0.82,9.66,-3.205555556
-1.077777778,1026.22,0.89,7.5831,-3.844444444
-1.111111111,1025.9,0.88,9.66,-4.527777778
-1.111111111,1025.8,0.85,6.44,-3.461111111
-1.755555556,1025.78,0.89,7.0518,-4.444444444
-2.222222222,1025.3,0.88,6.44,-4.744444444
-2.222222222,1025.3,0.88,11.27,-6.288888889
2.866666667,1012.07,0.87,23.506,-2.038888889
-2.777777778,1024.6,0.96,11.27,-6.961111111
-2.777777778,1024.7,0.96,14.49,-7.716666667
-2.761111111,1024.08,0.96,14.2968,-7.65
-2.777777778,1023.5,1,11.27,-6.961111111
-2.777777778,1023.1,1,11.27,-6.961111111
-2.311111111,1022.86,0.96,14.5544,-7.15
-2.222222222,1022.4,1,12.88,-6.683333333
-2.222222222,1022.4,1,12.88,-6.683333333
-2.344444444,1021.89,0.99,12.88,-6.827777778
-2.222222222,1021,1,14.49,-7.033333333
-2.222222222,1020.2,1,11.27,-6.288888889
-2.133333333,1019.33,1,10.9802,-6.111111111
-1.111111111,1018.2,1,14.49,-5.666666667
-1.111111111,1017.2,1,11.27,-4.95
-0.955555556,1016.54,0.99,12.7995,-5.122222222
0,1015.7,1,12.88,-3.972222222
0,1014.7,0.92,14.49,-4.3
1.038888889,1013.75,0.86,15.7136,-3.238888889
1.111111111,1012.8,0.85,11.27,-2.272222222
1.111111111,1011.8,0.89,14.49,-2.933333333
1.755555556,1011.48,0.84,12.3487,-1.733333333
1.666666667,1010.7,0.89,11.27,-1.605555556
3.333333333,1010.3,0.82,17.71,-0.705555556
3.611111111,1009.05,0.88,18.5472,-0.477777778
6.111111111,1009.7,0.79,25.76,1.888888889
5.555555556,1010.4,0.82,20.93,1.677777778
4.427777778,1011.52,0.86,18.0159,0.622222222
2.777777778,1011.9,0.89,12.88,-0.594444444
2.222222222,1012.6,0.85,12.88,-1.266666667
2.427777778,1013.84,0.85,11.4471,-0.722222222
2.222222222,1013.8,0.85,9.66,-0.561111111
2.777777778,1014.2,0.82,8.05,0.527777778
3.75,1015.02,0.83,8.3559,1.583333333
5,1015.2,0.7,9.66,2.75
7.222222222,1014.4,0.65,11.27,5.088888889
7.45,1013.91,0.65,9.5634,5.683333333
7.777777778,1013,0.63,12.88,5.494444444
6.111111111,1012.7,0.79,16.1,2.977777778
4.133333333,1012.92,0.87,9.8693,1.666666667
2.222222222,1012.2,0.92,11.27,-0.933333333
2.777777778,1011.8,0.89,14.49,-0.883333333
3.766666667,1011.52,0.83,14.1841,0.383333333
3.888888889,1010.9,0.89,22.54,-0.622222222
3.333333333,1010.5,0.85,17.71,-0.705555556
3.333333333,1009.81,0.86,19.9962,-1.016666667
3.888888889,1009.4,0.85,20.93,-0.433333333
-4.444444444,1026.3,0.84,11.27,-8.966666667
-5.333333333,1026.74,0.81,4.2826,-5.333333333
-5,1026.3,0.81,11.27,-9.638888889
-5.555555556,1026.6,0.81,11.27,-10.30555556
-5.033333333,1026.67,0.78,6.8264,-8.166666667
-5,1026.3,0.77,3.22,-5
-5,1026.3,0.81,8.05,-8.611111111
-4.95,1026.76,0.81,4.4436,-4.95
-5,1027,0.81,0,-5
-3.888888889,1027.1,0.74,3.22,-3.888888889
-3.955555556,1027.35,0.75,0.4347,-3.955555556
-3.888888889,1026.9,0.74,4.83,-3.888888889
-2.777777778,1026.1,0.71,9.66,-6.511111111
-2.933333333,1026.1,0.69,4.6851,-2.933333333
-2.777777778,1025.7,0.71,9.66,-6.511111111
-2.777777778,1025.8,0.71,12.88,-7.355555556
-3.872222222,1025.88,0.78,11.2539,-8.272222222
-3.888888889,1025.6,0.78,11.27,-8.3
-3.888888889,1025.9,0.78,8.05,-7.305555556
-3.922222222,1026.06,0.84,9.5473,-7.844444444
-3.888888889,1025.9,0.84,8.05,-7.305555556
-3.888888889,1026.3,0.81,11.27,-8.3
-3.922222222,1026.28,0.78,14.1841,-9.055555556
-3.888888889,1026.7,0.78,11.27,-8.3
3.333333333,1008.9,0.89,20.93,-1.138888889
5.105555556,1008.48,0.78,17.0499,1.6
3.333333333,1008.4,0.89,14.49,-0.205555556
3.333333333,1008.2,0.89,14.49,-0.205555556
3.283333333,1007.93,0.9,14.1358,-0.205555556
2.777777778,1007.3,0.89,14.49,-0.883333333
2.777777778,1007.5,0.89,12.88,-0.594444444
3.766666667,1007.69,0.84,14.3612,0.355555556
3.888888889,1007.8,0.82,14.49,0.477777778
5,1007.9,0.82,14.49,1.844444444
7.655555556,1008.07,0.77,19.6098,4.477777778
10,1007.6,0.71,20.93,7.305555556
12.22222222,1006.9,0.66,16.1,12.22222222
12.60555556,1006.44,0.68,20.3343,12.60555556
12.22222222,1006.2,0.72,17.71,12.22222222
12.22222222,1006.3,0.72,22.54,12.22222222
11.02222222,1006.45,0.72,21.6062,11.02222222
7.777777778,1006.8,0.83,17.71,4.844444444
7.222222222,1007.1,0.73,20.93,3.788888889
7.205555556,1007.71,0.74,21.1393,3.744444444
7.222222222,1007.6,0.71,20.93,3.788888889
5.555555556,1008,0.79,17.71,2.072222222
5.466666667,1008.34,0.77,17.871,1.938888889
5,1008.5,0.79,17.71,1.377777778
4.444444444,1008.5,0.79,17.71,0.683333333
7.744444444,1006.4,0.8,20.0445,4.538888889
5.555555556,1008.3,0.76,20.93,1.677777778
5,1008.3,0.79,20.93,0.972222222
3.455555556,1008.18,0.85,17.4846,-0.522222222
2.777777778,1008.1,0.89,16.1,-1.155555556
5,1007.7,0.76,17.71,1.377777778
4.911111111,1007.76,0.77,19.3844,1.05
6.111111111,1007.6,0.76,17.71,2.766666667
6.111111111,1007.7,0.79,16.1,2.977777778
6.144444444,1007.85,0.8,9.5151,4.144444444
7.777777778,1007.6,0.83,14.49,5.261111111
10,1006.9,0.77,16.1,7.8
8.938888889,1006.19,0.88,22.7332,5.794444444
8.888888889,1005.8,0.89,30.59,5.1
8.888888889,1005.6,0.89,33.81,4.877777778
8.955555556,1005.55,0.88,29.5274,5.266666667
8.888888889,1005.7,0.83,24.15,5.6
8.888888889,1005.6,0.83,25.76,5.466666667
8.838888889,1005.94,0.83,23.8763,5.555555556
7.777777778,1006.2,0.83,24.15,4.177777778
8.333333333,1006.5,0.83,20.93,5.194444444
8.316666667,1006.78,0.84,24.9711,4.794444444
8.333333333,1006.5,0.83,25.76,4.75
8.888888889,1006.4,0.8,20.93,5.894444444
3.988888889,1005.05,0.95,2.9302,3.988888889
7.222222222,1006,0.86,17.71,4.15
7.777777778,1005.9,0.83,14.49,5.261111111
7.672222222,1005.98,0.84,13.7655,5.238888889
7.222222222,1005.8,0.86,12.88,4.822222222
7.222222222,1006.3,0.86,9.66,5.394444444
6.316666667,1007.11,0.93,1.5134,6.316666667
6.111111111,1007.2,1,3.22,6.111111111
7.222222222,1007.3,0.93,0,7.222222222
8.838888889,1007.39,0.89,7.5992,7.744444444
8.888888889,1007.5,0.89,12.88,6.85
7.222222222,1007,0.93,12.88,4.822222222
7.188888889,1006.94,0.93,11.4793,5.011111111
6.111111111,1006.9,0.93,11.27,3.75
5,1007.5,0.93,17.71,1.377777778
3.955555556,1007.79,0.93,11.6564,1.077777778
3.888888889,1007.3,0.92,9.66,1.427777778
3.888888889,1007.3,0.92,8.05,1.833333333
3.766666667,1007.16,0.92,5.5062,2.5
3.888888889,1007.3,0.92,3.22,3.888888889
3.333333333,1006.9,0.96,3.22,3.333333333
3.316666667,1006.8,0.96,1.8998,3.316666667
3.333333333,1005.7,0.96,0,3.333333333
3.333333333,1005.4,0.96,0,3.333333333
3.35,991.44,1,9.2253,0.888888889
3.333333333,1003.7,0.96,11.27,0.405555556
3.333333333,1002.9,0.96,11.27,0.405555556
3.4,1002.26,0.96,10.9319,0.561111111
2.777777778,1001.5,0.96,12.88,-0.594444444
2.777777778,1001.1,0.96,8.05,0.527777778
2.933333333,1000.93,0.96,11.0929,-0.038888889
2.777777778,1000.4,0.96,11.27,-0.266666667
2.777777778,999.7,0.96,9.66,0.105555556
3.872222222,998.82,0.9,5.0554,2.794444444
5,998.3,0.86,4.83,5
5,997.3,0.86,8.05,3.138888889
5,995.87,0.94,1.6583,5
6.111111111,994.6,0.86,3.22,6.111111111
6.111111111,993.6,0.86,3.22,6.111111111
4.95,993.76,0.93,7.5992,3.2
5,993.2,0.93,8.05,3.138888889
3.888888889,992.7,1,8.05,1.833333333
3.855555556,991.8,0.92,7.6636,1.9
3.888888889,990.8,0.92,8.05,1.833333333
3.888888889,990,0.96,6.44,2.311111111
3.766666667,989.52,0.96,6.3434,2.205555556
3.333333333,988.8,1,6.44,1.672222222
3.333333333,989.5,1,6.44,1.672222222
-0.366666667,995.11,1,5.6833,-2.294444444
3.333333333,989.1,1,3.22,3.333333333
3.333333333,989.2,0.96,17.71,-0.705555556
2.288888889,989.54,0.99,7.1001,0.244444444
2.222222222,989.1,1,8.05,-0.127777778
2.222222222,989.4,1,3.22,2.222222222
2.1,990.52,1,11.27,-1.077777778
2.222222222,990.6,1,8.05,-0.127777778
2.777777778,990.9,1,9.66,0.105555556
2.705555556,991.91,0.99,12.0267,-0.505555556
2.777777778,992.1,1,11.27,-0.266666667
3.888888889,992.1,0.92,11.27,1.072222222
5.85,991.49,0.81,8.7423,3.972222222
7.222222222,991.1,0.73,4.83,7.222222222
7.222222222,991.6,0.73,1.61,7.222222222
6.061111111,992.46,0.79,8.4525,4.283333333
3.888888889,993.1,0.89,4.83,3.888888889
2.777777778,993.6,0.96,4.83,2.777777778
2.15,994.31,0.92,4.8783,0.916666667
1.111111111,994.7,1,9.66,-1.883333333
1.111111111,994.6,0.96,3.22,1.111111111
0.622222222,995.07,0.99,3.1717,0.622222222
0,995.3,1,3.22,0
-0.555555556,995.7,0.96,3.22,-0.555555556
2.222222222,1000.59,0.93,10.0947,-0.666666667
-1.111111111,996.2,0.96,6.44,-3.461111111
-1.111111111,996.7,0.96,3.22,-1.111111111
-1.144444444,996.92,1,10.465,-4.788888889
-2.222222222,997.2,1,9.66,-5.85
-2.222222222,997.4,1,4.83,-2.222222222
-0.955555556,998.2,0.99,12.3165,-5.011111111
-1.111111111,998.4,1,20.93,-6.761111111
0,998.5,1,12.88,-3.972222222
0.105555556,999.76,1,17.6134,-4.722222222
1.111111111,1000.1,0,20.93,-3.95
2.222222222,999.1,1,22.54,-2.744444444
2.761111111,999.18,0.96,20.4148,-1.794444444
3.333333333,998.9,0.89,17.71,-0.705555556
3.888888889,999,0.89,14.49,0.477777778
3.922222222,999.45,0.89,10.3684,1.305555556
3.888888889,1000.2,0.89,12.88,0.761111111
3.888888889,999.6,0.89,12.88,0.761111111
3.922222222,1000.12,0.99,12.9605,0.788888889
3.888888889,1000.1,1,14.49,0.477777778
4.444444444,1000.4,0.96,14.49,1.161111111
3.888888889,1000.95,0.86,10.5133,1.233333333
3.888888889,1000.9,0.82,11.27,1.072222222
3.333333333,1001,0.85,11.27,0.405555556
1.405555556,1008.05,0.99,4.5241,1.405555556
2.777777778,1001.7,0.89,11.27,-0.266666667
2.777777778,1002.1,0.89,11.27,-0.266666667
2.777777778,1002.67,0.89,11.2539,-0.261111111
2.777777778,1002.9,0.89,9.66,0.105555556
2.222222222,1003.4,1,9.66,-0.561111111
2.255555556,1003.8,0.92,8.7906,-0.288888889
2.777777778,1004.5,0.96,9.66,0.105555556
2.777777778,1004.9,0.89,4.83,2.777777778
3.855555556,1005.14,0.83,9.4668,1.433333333
3.888888889,1005.6,0.82,3.22,3.888888889
5,1005.6,0.82,3.22,5
4.95,1005.79,0.83,7.7602,3.155555556
6.111111111,1005.9,0.76,12.88,3.466666667
6.111111111,1006.1,0.76,8.05,4.444444444
6.161111111,1006.75,0.75,3.6708,6.161111111
3.888888889,1007,0.89,4.83,3.888888889
2.222222222,1007.5,0.92,3.22,2.222222222
1.25,1007.96,0.92,2.093,1.25
-1.111111111,1008.1,1,0,-1.111111111
-1.111111111,1008.8,1,3.22,-1.111111111
-0.383333333,1009.18,0.99,3.4293,-0.383333333
-1.666666667,1009.1,0.96,3.22,-1.666666667
-1.666666667,1009.3,1,6.44,-4.105555556
4.827777778,1006.8,0.96,13.5401,1.794444444
2.222222222,1009.2,0.96,6.44,0.388888889
2.222222222,1008.9,0.96,11.27,-0.933333333
2.916666667,1008.9,0.9,11.3344,-0.111111111
2.777777778,1008.5,0.96,20.93,-1.838888889
2.222222222,1008.7,1,16.1,-1.844444444
2.133333333,1008.89,1,17.1304,-2.111111111
2.222222222,1008.2,1,14.49,-1.566666667
2.222222222,1008.2,1,16.1,-1.844444444
3.8,1007.65,0.93,20.4148,-0.477777778
5,1007.6,0.93,22.54,0.794444444
6.111111111,1007.1,0.86,20.93,2.377777778
6.177777778,1006.33,0.92,27.3378,1.833333333
6.111111111,1005.5,0.93,25.76,1.888888889
6.111111111,1005.9,0.86,24.15,2.044444444
6.127777778,1005.78,0.93,21.8316,2.305555556
6.111111111,1006.2,0.93,22.54,2.205555556
6.111111111,1005.9,0.93,25.76,1.888888889
6.177777778,1005.94,0.99,19.8835,2.583333333
6.111111111,1006,0.93,20.93,2.377777778
6.111111111,1006,0.96,17.71,2.766666667
6.144444444,1006.14,0.96,14.2002,3.3
6.111111111,1006.2,0.96,17.71,2.766666667
5.555555556,1006.1,0.96,14.49,2.527777778
4.233333333,1005.75,0.96,13.4757,1.077777778
5.555555556,1006.3,0.93,17.71,2.072222222
5,1006,0.96,14.49,1.844444444
5.05,1006.09,0.96,13.7655,2.027777778
5,0,0.93,14.49,1.844444444
5,1005.9,0.93,16.1,1.6
4.061111111,1006.02,0.99,12.5258,1.038888889
3.888888889,1006.6,1,12.88,0.761111111
3.888888889,1006.3,1,16.1,0.222222222
4.044444444,1006.4,1,15.3111,0.538888889
3.888888889,1005.9,1,16.1,0.222222222
3.888888889,1005.2,1,16.1,0.222222222
4.011111111,1004.87,1,16.1,0.372222222
3.888888889,1004.9,1,17.71,-0.011111111
3.888888889,1004.6,0.92,24.15,-0.805555556
4.011111111,1004.85,0.92,23.1035,-0.533333333
3.888888889,1005,0.92,22.54,-0.622222222
3.888888889,1005.1,0.92,22.54,-0.622222222
3.872222222,1005.32,0.93,17.8549,-0.055555556
2.777777778,1005.3,0.96,20.93,-1.838888889
3.333333333,1005.3,0.96,17.71,-0.705555556
3.366666667,1005.38,0.96,16.7601,-0.522222222
3.333333333,1005.5,0.96,17.71,-0.705555556
3.333333333,1005.5,0.96,17.71,-0.705555556
1.961111111,1015.58,0.84,22.9264,-3.127777778
3.888888889,1006.1,0.96,11.27,1.072222222
3.888888889,1006.2,0.96,11.27,1.072222222
3.838888889,1006.43,0.99,9.9015,1.305555556
3.888888889,0,1,12.88,0.761111111
3.888888889,1007.3,1,12.88,0.761111111
4.861111111,1007.96,0.94,11.6081,2.177777778
5,1008.6,0.93,14.49,1.844444444
5,1009.2,0.93,14.49,1.844444444
4.877777778,1009.97,0.94,13.5079,1.855555556
5,1010.6,1,17.71,1.377777778
5,1011,0.93,16.1,1.6
4.894444444,1011.14,0.93,16.1161,1.472222222
5,1011.5,0.93,14.49,1.844444444
5,1012.1,0.93,14.49,1.844444444
4.844444444,1012.85,0.93,11.6886,2.144444444
5,1013.4,0.93,17.71,1.377777778
3.888888889,1014.1,0.92,17.71,-0.011111111
3.805555556,1014.88,0.92,12.0106,0.822222222
2.777777778,1015.5,0.96,16.1,-1.155555556
2.777777778,1016.1,0.92,14.49,-0.883333333
2.711111111,1016.44,0.86,14.007,-0.883333333
2.222222222,1016.7,0.89,17.71,-2.094444444
-4.444444444,1027.1,0.81,6.44,-7.311111111
-10.07222222,1025.49,0.87,3.3649,-10.07222222
-6.111111111,1027.4,0.88,3.22,-6.111111111
-6.666666667,1027.3,0.88,6.44,-9.877777778
-7.572222222,1027.49,0.92,6.2468,-10.82777778
-6.111111111,1027.4,0.92,1.61,-6.111111111
-5,1027.5,0.84,0,-5
-5.066666667,1028.18,0.91,2.8497,-5.066666667
-5,1028.5,0.84,3.22,-5
-5,1028.7,0.84,4.83,-5
